filename,species,split
Common Wood Pigeon_train_XC651508 6.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC653672 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC653672 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC655097 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC655097 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC655097 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC656200 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC662356 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC662356 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC662356 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC662356 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC664084 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC664084 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC664084 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC664084 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC664084 6.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC664084 7.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC665254 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC665444 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC665444 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC665444 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC665444 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC668677 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC668677 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC668677 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC668677 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC669640 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC669640 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC669640 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC672922 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC672922 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC673236 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC679882 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC679882 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC679882 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC679882 6.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 10.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 6.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 7.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 8.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC692119 9.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC698381 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC703840 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC704520 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC704520 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC704520 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC705168 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC705168 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC705168 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC705168 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC705168 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC705328 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC710571 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC710830 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC711597 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC712671 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC715716 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716333 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716333 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716333 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716757 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 12.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 13.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 14.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 15.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 7.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC716978 8.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC719579 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC719579 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC719579 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC719579 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720861 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720862 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720862 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720862 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720862 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720862 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720862 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720864 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC720864 6.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC721533 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC721533 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC721678 original.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725376 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725376 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725376 15.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725376 5.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 10.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 11.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 12.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 14.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 15.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 2.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 4.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725384 7.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725396 11.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725396 17.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725396 18.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725396 29.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725396 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725396 34.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725396 9.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725733 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725733 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725733 3.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725799 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC725799 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC728544 0.wav,Common Wood Pigeon,train
Common Wood Pigeon_train_XC728544 1.wav,Common Wood Pigeon,train
Common Wood Pigeon_val_XC536549 14.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC542725 0.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC543713 13.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC543713 3.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC545846 2.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC548891 0.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC548936 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC552810 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC554653 8.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC558782 5.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC558840 11.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC571302 5.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC574126 10.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC587645 10.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC587985 4.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC599692 0.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC607664 3.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC621415 2.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC626965 2.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC629531 4.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC629531 7.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC631064 18.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC631064 23.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC637396 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC637400 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC637609 5.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC642885 2.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC644843 2.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC644843 7.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC644851 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC648349 2.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC651508 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC679882 0.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC679882 2.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC703840 0.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC703840 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC703840 6.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC704755 original.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC705328 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC710571 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC712671 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC716295 0.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC716333 0.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC716978 11.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC716978 5.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC720864 1.wav,Common Wood Pigeon,val
Common Wood Pigeon_val_XC725384 16.wav,Common Wood Pigeon,val
Eastern Imperial Eagle_test_XC582820 original.wav,Eastern Imperial Eagle,test
Eastern Imperial Eagle_test_XC608533 3.wav,Eastern Imperial Eagle,test
Eastern Imperial Eagle_train_XC449640 0.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC449640 0.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC449640 1.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC449640 1.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC468164 0.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC468164 0.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC468165 0.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC468165 0.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC582823 1.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC582823 1.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC592676 0.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC592676 0.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC592676 1.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC592676 1.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608533 0.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608533 0.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608533 1.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608533 1.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608533 2.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608533 2.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608534 2.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608534 2.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608539 1.mp3aug.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_train_XC608539 1.wav,Eastern Imperial Eagle,train
Eastern Imperial Eagle_val_XC582822 1.wav,Eastern Imperial Eagle,val
Egyptian Vulture_test_XC650776 2.wav,Egyptian Vulture,test
Egyptian Vulture_test_XC650776 3.wav,Egyptian Vulture,test
Egyptian Vulture_train_XC423966 2.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC423966 2.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC580021 original.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC580021 original.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC585339 0.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC585339 0.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC650776 4.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC650776 4.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC650776 5.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC650776 5.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC654205 original.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC654205 original.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC83346 -0.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC83346 -0.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC83346 -1.mp3aug.wav,Egyptian Vulture,train
Egyptian Vulture_train_XC83346 -1.wav,Egyptian Vulture,train
Egyptian Vulture_val_XC650774 original.wav,Egyptian Vulture,val
Great Slaty Woodpecker_test_XC100459 0.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC156648 0.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC209688 0.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC25971 -0.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC308594 1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC31562 -1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC394980 2.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC394980 3.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC408525 1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC413817 1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC413817 4.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC453729 2.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC536097 1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC578021 3.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC584152 0.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC619113 2.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC620140 1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC642406 1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC92627 -1.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_test_XC95854 -0.wav,Great Slaty Woodpecker,test
Great Slaty Woodpecker_train_XC100459 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC124357 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC124358 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC142610 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC142610 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC142610 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC156648 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC156648 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC156648 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC156648 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC156648 5.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC156648 7.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC162995 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC162995 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC162995 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC191581 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC191581 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC191583 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC191583 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC191583 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC19264 -0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC19264 -1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC19264 -2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC19264 -3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC209688 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC209688 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC234760 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC234760 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC24568 -0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC24568 -1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC25971 -1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC25971 -2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC25971 -3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC25971 -4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC295759 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC301045 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC301045 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC301045 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC384499 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC384499 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC384499 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC384499 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC394980 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC394980 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC394980 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC408525 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413764 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413764 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413813 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413813 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413817 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413817 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413817 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413817 5.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC413817 6.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC417600 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC417601 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC450436 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC450436 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC453729 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC455585 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC455585 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC455585 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC459829 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC459829 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC459829 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC459829 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC459829 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC472820 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC484801 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC49771 -0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC49771 -2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC49771 -3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC502973 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 5.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 6.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 7.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC505539 8.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC511782 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC511782 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC511783 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519896 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519896 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519896 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519896 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519896 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519896 6.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519897 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC519897 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC528866 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC536097 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC536097 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC578021 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC578021 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC578021 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC584152 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619109 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619110 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619110 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619110 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619110 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619111 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619111 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619112 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619113 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619113 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619115 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619115 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619115 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619115 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619117 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619117 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619117 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619117 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619117 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619120 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC619120 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC620140 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC620140 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC620140 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC620140 4.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC642406 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC642406 2.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC642406 3.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC684612 0.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC684612 1.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC689406 original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC85962 -original.wav,Great Slaty Woodpecker,train
Great Slaty Woodpecker_train_XC92627 -0.wav,Great Slaty Woodpecker,train
