filename,species,split
Common Cuckoo_train_XC652636 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC652636 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC652636 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC652636 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC652636 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC652636 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC652636 9.wav,Common Cuckoo,train
Common Cuckoo_train_XC652637 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC652637 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC652637 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC652637 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC652638 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC652950 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC653084 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC653084 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC653084 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC653084 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC653084 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC653108 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 10.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 12.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 14.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 15.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 16.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 18.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 19.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 22.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 23.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 25.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 27.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 28.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 29.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 31.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 33.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 35.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 36.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 40.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 41.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 42.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 43.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 44.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 45.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 47.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 48.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 49.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC653694 9.wav,Common Cuckoo,train
Common Cuckoo_train_XC654217 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC654296 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC654296 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC654374 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC654374 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC654374 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC654767 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC654767 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC654769 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC654769 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC654769 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC654769 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC654769 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC654783 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC655098 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC655098 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC655098 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC655226 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC655226 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC655226 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC655455 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC655455 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC656843 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC656843 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC657411 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC657583 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC657583 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC657583 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC657706 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC657706 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC657706 11.wav,Common Cuckoo,train
Common Cuckoo_train_XC657706 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC657706 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC657706 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC657706 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC657710 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC657710 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC657710 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC657710 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC657710 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC657710 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC657710 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC658395 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC658471 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC658662 14.wav,Common Cuckoo,train
Common Cuckoo_train_XC658662 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC658892 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC658892 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC658892 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC658892 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC658892 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 10.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 11.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC658894 9.wav,Common Cuckoo,train
Common Cuckoo_train_XC659615 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC659615 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC659615 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC659615 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC659615 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC661502 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC661502 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 10.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 11.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 12.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 14.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC663475 9.wav,Common Cuckoo,train
Common Cuckoo_train_XC663567 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC663567 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC663567 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC667876 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC667876 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC671827 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC673118 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC674126 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC674126 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC674127 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC674128 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC674128 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC674542 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC674542 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC674542 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC674542 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC675040 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC675040 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC675040 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC675040 9.wav,Common Cuckoo,train
Common Cuckoo_train_XC675100 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC675100 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC675100 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC675100 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC675101 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC675101 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC675101 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC675101 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC675285 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC678841 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC678841 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC678841 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC678841 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC680026 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC680026 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC680026 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC680026 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC680028 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC680028 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC680028 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC680028 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC680028 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC680029 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC680029 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC680030 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC680030 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC680030 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC680030 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC685852 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC686901 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC686904 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC686905 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC686906 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC686906 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC688151 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC692996 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 10.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 11.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 12.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 13.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 14.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 15.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 16.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 20.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 21.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 23.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 24.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 25.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 26.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 27.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 28.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 32.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 33.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 34.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 36.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 38.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 39.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 40.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 41.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 42.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 46.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 47.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 48.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 49.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 50.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 51.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 52.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 55.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 56.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 59.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 60.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 62.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 64.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 65.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 66.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 67.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 68.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 69.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 71.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 72.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 74.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 75.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 76.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 77.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 78.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 81.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 85.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 86.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 87.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 89.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 9.wav,Common Cuckoo,train
Common Cuckoo_train_XC694850 90.wav,Common Cuckoo,train
Common Cuckoo_train_XC696238 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC696238 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC696238 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC696238 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC696238 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC696238 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC697470 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC697738 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC698072 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC698072 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC698072 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC698072 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC698074 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC698074 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC698075 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC698077 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC698077 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC698077 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC698077 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC698205 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC698205 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC710111 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC711518 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC712012 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC714368 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC714368 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC714368 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC714370 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC716860 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC717409 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC717409 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC720179 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC721134 10.wav,Common Cuckoo,train
Common Cuckoo_train_XC721280 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC721280 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC721285 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC721285 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC721333 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC721333 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC721333 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC721875 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC722815 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC722815 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC723513 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC723513 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC723681 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC723719 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC723719 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC723719 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC723719 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC723719 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC723719 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC724180 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC724376 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC724521 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC724521 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC724526 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC724526 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC724619 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC724619 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC724619 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC725416 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC725416 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC725416 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC725416 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC725416 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC725416 7.wav,Common Cuckoo,train
Common Cuckoo_train_XC725416 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC726489 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC726489 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC726489 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC726489 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC726558 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC726558 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC726558 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC726558 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC726558 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC726558 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC726852 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC726852 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC727502 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC727804 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC727804 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC727804 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC727804 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC727804 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC727804 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC727804 6.wav,Common Cuckoo,train
Common Cuckoo_train_XC728325 original.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 10.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 12.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 14.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 15.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 16.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 4.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 5.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 8.wav,Common Cuckoo,train
Common Cuckoo_train_XC728701 9.wav,Common Cuckoo,train
Common Cuckoo_train_XC728856 0.wav,Common Cuckoo,train
Common Cuckoo_train_XC728856 1.wav,Common Cuckoo,train
Common Cuckoo_train_XC728856 2.wav,Common Cuckoo,train
Common Cuckoo_train_XC728856 3.wav,Common Cuckoo,train
Common Cuckoo_train_XC728856 4.wav,Common Cuckoo,train
Common Pochard_train_XC100624 2.wav,Common Pochard,train
Common Pochard_train_XC100624 3.wav,Common Pochard,train
Common Pochard_train_XC100624 6.wav,Common Pochard,train
Common Pochard_train_XC100881 0.wav,Common Pochard,train
Common Pochard_train_XC100881 1.wav,Common Pochard,train
Common Pochard_train_XC100882 5.wav,Common Pochard,train
Common Pochard_train_XC102819 0.wav,Common Pochard,train
Common Pochard_train_XC102819 1.wav,Common Pochard,train
Common Pochard_train_XC102819 14.wav,Common Pochard,train
Common Pochard_train_XC102819 15.wav,Common Pochard,train
Common Pochard_train_XC102819 16.wav,Common Pochard,train
Common Pochard_train_XC102819 2.wav,Common Pochard,train
Common Pochard_train_XC102819 3.wav,Common Pochard,train
Common Pochard_train_XC102819 4.wav,Common Pochard,train
Common Pochard_train_XC112482 0.wav,Common Pochard,train
Common Pochard_train_XC112482 1.wav,Common Pochard,train
Common Pochard_train_XC112482 3.wav,Common Pochard,train
Common Pochard_train_XC138178 0.wav,Common Pochard,train
Common Pochard_train_XC138178 2.wav,Common Pochard,train
Common Pochard_train_XC138178 3.wav,Common Pochard,train
Common Pochard_train_XC138178 4.wav,Common Pochard,train
Common Pochard_train_XC138178 5.wav,Common Pochard,train
Common Pochard_train_XC138178 6.wav,Common Pochard,train
Common Pochard_train_XC138178 8.wav,Common Pochard,train
Common Pochard_train_XC164146 0.wav,Common Pochard,train
Common Pochard_train_XC164146 1.wav,Common Pochard,train
Common Pochard_train_XC182430 original.wav,Common Pochard,train
Common Pochard_train_XC184457 0.wav,Common Pochard,train
Common Pochard_train_XC184457 1.wav,Common Pochard,train
Common Pochard_train_XC270238 0.wav,Common Pochard,train
Common Pochard_train_XC270238 2.wav,Common Pochard,train
Common Pochard_train_XC270238 3.wav,Common Pochard,train
Common Pochard_train_XC270238 4.wav,Common Pochard,train
Common Pochard_train_XC270238 5.wav,Common Pochard,train
Common Pochard_train_XC270238 6.wav,Common Pochard,train
Common Pochard_train_XC270238 7.wav,Common Pochard,train
Common Pochard_train_XC270396 1.wav,Common Pochard,train
Common Pochard_train_XC270397 0.wav,Common Pochard,train
Common Pochard_train_XC280913 4.wav,Common Pochard,train
Common Pochard_train_XC280913 5.wav,Common Pochard,train
Common Pochard_train_XC280913 6.wav,Common Pochard,train
Common Pochard_train_XC280913 7.wav,Common Pochard,train
Common Pochard_train_XC280914 2.wav,Common Pochard,train
Common Pochard_train_XC280914 3.wav,Common Pochard,train
Common Pochard_train_XC280914 8.wav,Common Pochard,train
Common Pochard_train_XC299728 0.wav,Common Pochard,train
Common Pochard_train_XC299728 2.wav,Common Pochard,train
Common Pochard_train_XC299728 5.wav,Common Pochard,train
Common Pochard_train_XC317089 0.wav,Common Pochard,train
Common Pochard_train_XC317089 1.wav,Common Pochard,train
Common Pochard_train_XC32830 -original.wav,Common Pochard,train
Common Pochard_train_XC340612 original.wav,Common Pochard,train
Common Pochard_train_XC349092 1.wav,Common Pochard,train
Common Pochard_train_XC349107 1.wav,Common Pochard,train
Common Pochard_train_XC349107 2.wav,Common Pochard,train
Common Pochard_train_XC349110 0.wav,Common Pochard,train
Common Pochard_train_XC349110 1.wav,Common Pochard,train
Common Pochard_train_XC349110 2.wav,Common Pochard,train
Common Pochard_train_XC349116 0.wav,Common Pochard,train
Common Pochard_train_XC349116 1.wav,Common Pochard,train
Common Pochard_train_XC349116 16.wav,Common Pochard,train
Common Pochard_train_XC349116 17.wav,Common Pochard,train
Common Pochard_train_XC349116 18.wav,Common Pochard,train
Common Pochard_train_XC349116 19.wav,Common Pochard,train
Common Pochard_train_XC349116 2.wav,Common Pochard,train
Common Pochard_train_XC349116 20.wav,Common Pochard,train
Common Pochard_train_XC349116 21.wav,Common Pochard,train
Common Pochard_train_XC349116 22.wav,Common Pochard,train
Common Pochard_train_XC349116 23.wav,Common Pochard,train
Common Pochard_train_XC349116 24.wav,Common Pochard,train
Common Pochard_train_XC349116 25.wav,Common Pochard,train
Common Pochard_train_XC349116 26.wav,Common Pochard,train
Common Pochard_train_XC349116 27.wav,Common Pochard,train
Common Pochard_train_XC349116 28.wav,Common Pochard,train
Common Pochard_train_XC349116 30.wav,Common Pochard,train
Common Pochard_train_XC349116 31.wav,Common Pochard,train
Common Pochard_train_XC349116 32.wav,Common Pochard,train
Common Pochard_train_XC349116 33.wav,Common Pochard,train
Common Pochard_train_XC349116 34.wav,Common Pochard,train
Common Pochard_train_XC349116 4.wav,Common Pochard,train
Common Pochard_train_XC349116 5.wav,Common Pochard,train
Common Pochard_train_XC349116 6.wav,Common Pochard,train
Common Pochard_train_XC349116 7.wav,Common Pochard,train
Common Pochard_train_XC349116 9.wav,Common Pochard,train
Common Pochard_train_XC356522 1.wav,Common Pochard,train
Common Pochard_train_XC356522 3.wav,Common Pochard,train
Common Pochard_train_XC368567 original.wav,Common Pochard,train
Common Pochard_train_XC372299 0.wav,Common Pochard,train
Common Pochard_train_XC372299 1.wav,Common Pochard,train
Common Pochard_train_XC398354 original.wav,Common Pochard,train
Common Pochard_train_XC413418 0.wav,Common Pochard,train
